stage,act,chapter,index,kingdom,boss,objectives,moves,time_s,target,difficulty,casual_win,casual_win_assist,casual_avg_score,average_win,average_win_assist,average_avg_score,expert_win,expert_win_assist,expert_avg_score
800,4,40,20,South,ActBoss,DefeatBoss:4500,26,900,4500,933,100,100,6414,67,100,5182,100,100,6588
801,5,41,1,Central,None,ReachScore:4268,21,900,4268,903,17,17,2755,33,33,3200,100,100,6188
802,5,41,2,Central,None,CollectColor:22,21,900,2900,904,83,100,5096,67,100,5977,100,100,7490
803,5,41,3,Central,None,ClearIce:32,21,900,2300,904,17,50,9156,50,83,8361,100,100,13990
804,5,41,4,Central,None,BreakStones:10,0,76,4250,934,33,67,5687,67,100,4775,100,100,6988
805,5,41,5,Central,None,ReachScore:4950 + CollectColor:13,21,900,4950,935,33,83,5270,67,100,6705,100,100,5603
806,5,41,6,Central,None,ReachScore:1626,21,900,1626,935,67,83,2808,83,100,3519,100,100,3778
807,5,41,7,Central,None,CollectColor:17,21,900,2350,935,100,100,6541,83,100,5702,100,100,7912
808,5,41,8,Central,None,ClearIce:27,21,900,3000,936,100,100,5666,67,100,6039,100,100,5809
809,5,41,9,Central,None,BreakStones:10,0,76,3000,936,83,100,6388,100,100,4853,100,100,9000
810,5,41,10,Central,MiniBoss,DefeatBoss:11550,26,900,11550,936,33,50,10184,33,83,9853,100,100,14058
811,5,41,11,Central,None,ReachScore:1950,21,900,1950,937,33,50,2368,17,33,1859,100,100,4731
812,5,41,12,Central,None,CollectColor:36,0,76,3000,937,17,83,6731,67,83,9380,100,100,14843
813,5,41,13,Central,None,ClearIce:35,21,900,4250,937,17,50,9339,33,100,11927,100,100,11308
814,5,41,14,Central,None,BreakStones:10,21,900,3000,938,50,100,5438,83,100,5493,100,100,4433
815,5,41,15,Central,None,ReachScore:9165 + CollectColor:10,21,900,9165,938,50,67,9439,67,100,9555,100,100,12920
816,5,41,16,Central,None,ReachScore:1930,0,76,1930,938,67,83,2881,50,100,2694,100,100,4878
817,5,41,17,Central,None,CollectColor:18,21,900,3000,939,50,83,9809,83,100,9464,100,100,11815
818,5,41,18,Central,None,ClearIce:23,21,900,3000,939,100,100,4906,100,100,8771,100,100,7623
819,5,41,19,Central,None,BreakStones:10,21,900,2350,939,17,83,5298,50,67,6977,100,100,9099
820,5,41,20,Central,ChapterBoss,DefeatBoss:8150,26,900,8150,940,67,100,7896,50,100,8585,100,100,10624
821,5,42,1,Central,None,ReachScore:2826,21,900,2826,910,17,33,2118,33,83,3308,100,100,5305
822,5,42,2,Central,None,CollectColor:15,21,900,2950,910,100,100,6087,100,100,8032,100,100,5951
823,5,42,3,Central,None,ClearIce:28,21,900,2300,911,50,83,8100,17,100,8890,100,100,8014
824,5,42,4,Central,None,BreakStones:10,0,76,4250,941,67,100,5189,83,100,5431,100,100,3838
825,5,42,5,Central,None,ReachScore:9249 + CollectColor:16,21,900,9249,941,0,50,5829,0,67,6820,100,100,12576
826,5,42,6,Central,None,ReachScore:1000,21,900,1000,942,100,100,3059,67,83,2488,100,100,3176
827,5,42,7,Central,None,CollectColor:12,21,900,2350,942,100,100,5718,100,100,5862,100,100,6779
828,5,42,8,Central,None,ClearIce:24,21,900,3000,942,83,100,6605,83,100,6133,100,100,8476
829,5,42,9,Central,None,BreakStones:9,0,76,3000,943,0,50,5648,33,83,6470,100,100,5323
830,5,42,10,Central,MiniBoss,DefeatBoss:5650,26,900,5650,943,50,83,5553,100,100,7100,100,100,6996
831,5,42,11,Central,None,ReachScore:3457,21,900,3457,943,50,67,3430,83,83,5190,100,100,5727
832,5,42,12,Central,None,CollectColor:22,0,76,3000,944,83,100,8076,83,100,9720,100,100,12317
833,5,42,13,Central,None,ClearIce:33,21,900,4250,944,17,67,9085,67,83,8820,100,100,8417
834,5,42,14,Central,None,BreakStones:10,21,900,3000,944,50,83,5121,83,100,6696,100,100,5534
835,5,42,15,Central,None,ReachScore:10101 + CollectColor:16,21,900,10101,945,17,83,7064,33,100,8609,100,100,13923
836,5,42,16,Central,None,ReachScore:2522,0,76,2522,945,33,50,2437,67,100,3200,100,100,4057
837,5,42,17,Central,None,CollectColor:15,21,900,3000,945,50,100,5420,83,100,7517,100,100,10739
838,5,42,18,Central,None,ClearIce:26,21,900,3000,946,83,100,7042,67,100,8068,100,100,9995
839,5,42,19,Central,None,BreakStones:10,21,900,2350,946,100,100,16667,83,100,9009,100,100,33032
840,5,42,20,Central,ChapterBoss,DefeatBoss:5300,26,900,5300,946,100,100,6631,83,100,6125,100,100,6312
841,5,43,1,Central,None,ReachScore:1650,21,900,1650,917,67,100,3080,67,100,2898,100,100,3650
842,5,43,2,Central,None,CollectColor:12,21,900,2950,917,100,100,4544,100,100,3263,100,100,3524
843,5,43,3,Central,None,ClearIce:28,21,900,2300,917,67,100,6326,33,83,6600,100,100,8756
844,5,43,4,Central,None,BreakStones:10,0,76,4300,948,0,33,3274,67,67,7655,100,100,10163
845,5,43,5,Central,None,ReachScore:8433 + CollectColor:27,21,900,8433,948,33,67,7487,33,100,7136,100,100,11800
846,5,43,6,Central,None,ReachScore:1597,21,900,1597,948,67,100,3105,33,83,2093,100,100,4105
847,5,43,7,Central,None,CollectColor:21,21,900,2350,949,67,100,8659,83,100,8830,100,100,11162
848,5,43,8,Central,None,ClearIce:26,21,900,3000,949,83,100,7215,100,100,8058,100,100,6757
849,5,43,9,Central,None,BreakStones:10,0,76,3000,949,0,83,4469,100,100,4617,100,100,5540
850,5,43,10,Central,MiniBoss,DefeatBoss:3750,26,900,3750,950,100,100,5255,100,100,5446,100,100,7050
851,5,43,11,Central,None,ReachScore:3024,21,900,3024,950,83,100,4799,83,100,5080,100,100,5653
852,5,43,12,Central,None,CollectColor:32,0,76,3000,950,17,33,4910,0,83,4714,100,100,12283
853,5,43,13,Central,None,ClearIce:31,21,900,4300,951,83,100,6752,83,100,7483,100,100,9257
854,5,43,14,Central,None,BreakStones:10,21,900,3000,951,0,33,4183,67,100,4711,100,100,6857
855,5,43,15,Central,None,ReachScore:14250 + CollectColor:16,21,900,14250,951,17,67,10095,17,100,12043,100,100,15619
856,5,43,16,Central,None,ReachScore:1225,0,76,1225,952,33,83,1483,33,67,1528,100,100,3548
857,5,43,17,Central,None,CollectColor:23,21,900,3000,952,17,33,6900,17,83,7654,100,100,12032
858,5,43,18,Central,None,ClearIce:16,21,900,3000,952,100,100,5689,83,100,5720,100,100,5061
859,5,43,19,Central,None,BreakStones:9,21,900,2350,953,83,100,8237,50,100,5787,100,100,7036
860,5,43,20,Central,ChapterBoss,DefeatBoss:8150,26,900,8150,953,50,100,7965,83,100,11433,100,100,10482
861,5,44,1,Central,None,ReachScore:1196,21,900,1196,923,67,100,2474,83,100,2807,100,100,3226
862,5,44,2,Central,None,CollectColor:15,21,900,2950,924,67,100,5771,83,100,5318,100,100,5553
863,5,44,3,Central,None,ClearIce:24,21,900,2300,924,100,100,6421,83,100,6240,100,100,8388
864,5,44,4,Central,None,BreakStones:10,0,76,4300,954,33,67,5121,67,100,6138,100,100,6679
865,5,44,5,Central,None,ReachScore:6151 + CollectColor:27,21,900,6151,955,33,83,7961,33,100,7233,100,100,17903
866,5,44,6,Central,None,ReachScore:750,21,900,750,955,83,83,3081,67,67,2350,100,100,2892
867,5,44,7,Central,None,CollectColor:25,21,900,2400,955,33,100,7478,50,100,7561,100,100,9214
868,5,44,8,Central,None,ClearIce:19,21,900,3000,956,83,100,5488,83,100,4632,100,100,4356
869,5,44,9,Central,None,BreakStones:10,0,76,3000,956,17,33,4548,50,83,5843,100,100,6844
870,5,44,10,Central,MiniBoss,DefeatBoss:11700,26,900,11700,956,17,50,9514,17,33,9621,100,100,21732
871,5,44,11,Central,None,ReachScore:3545,21,900,3545,957,50,83,4278,33,50,3689,100,100,6447
872,5,44,12,Central,None,CollectColor:38,0,76,3000,957,0,0,5672,33,67,9807,100,100,18155
873,5,44,13,Central,None,ClearIce:31,21,900,4300,957,17,83,8397,50,100,7889,100,100,7783
874,5,44,14,Central,None,BreakStones:10,21,900,3000,958,17,67,7054,17,67,8536,100,100,7049
875,5,44,15,Central,None,ReachScore:6209 + CollectColor:12,21,900,6209,958,50,100,6028,50,100,5752,100,100,7665
876,5,44,16,Central,None,ReachScore:2898,0,76,2898,958,33,50,2639,33,83,2473,100,100,4504
877,5,44,17,Central,None,CollectColor:34,21,900,3000,959,0,50,6435,33,83,8860,100,100,16584
878,5,44,18,Central,None,ClearIce:22,21,900,3000,959,67,100,4632,83,100,5809,100,100,5556
879,5,44,19,Central,None,BreakStones:8,21,900,2400,959,83,100,8412,100,100,10490,100,100,6288
880,5,44,20,Central,ChapterBoss,DefeatBoss:8200,26,900,8200,960,33,100,7255,83,100,9858,100,100,15070
881,5,45,1,Central,None,ReachScore:1032,21,900,1032,930,33,67,1579,100,100,4357,100,100,3184
882,5,45,2,Central,None,CollectColor:22,21,900,2950,930,33,100,5767,83,100,8506,100,100,9798
883,5,45,3,Central,None,ClearIce:30,21,900,2350,931,50,83,8890,67,83,10449,100,100,11484
884,5,45,4,Central,None,BreakStones:8,0,75,4300,961,50,50,4110,67,100,5340,100,100,5591
885,5,45,5,Central,None,ReachScore:7000 + CollectColor:8,21,900,7000,961,17,50,4784,33,83,4574,100,100,8008
886,5,45,6,Central,None,ReachScore:1450,21,900,1450,962,33,100,2051,67,83,2960,100,100,3718
887,5,45,7,Central,None,CollectColor:13,21,900,2400,962,67,100,7206,100,100,9526,100,100,10155
888,5,45,8,Central,None,ClearIce:27,21,900,3000,962,50,100,8978,67,100,8982,100,100,15889
889,5,45,9,Central,None,BreakStones:10,0,75,3000,963,33,67,5540,50,83,6378,100,100,6730
890,5,45,10,Central,MiniBoss,DefeatBoss:11700,26,900,11700,963,0,50,6887,17,67,9929,100,100,13735
891,5,45,11,Central,None,ReachScore:1832,21,900,1832,963,100,100,4307,100,100,5229,100,100,4822
892,5,45,12,Central,None,CollectColor:22,0,75,3050,964,100,100,5786,100,100,6193,100,100,6551
893,5,45,13,Central,None,ClearIce:29,21,900,4350,964,67,100,10610,50,83,10766,100,100,12890
894,5,45,14,Central,None,BreakStones:8,21,900,3050,964,67,100,5125,67,100,4558,100,100,7436
895,5,45,15,Central,None,ReachScore:8650 + CollectColor:15,21,900,8650,965,17,83,6266,33,100,6262,100,100,10074
896,5,45,16,Central,None,ReachScore:1150,0,75,1150,965,67,83,2047,0,33,907,100,100,2648
897,5,45,17,Central,None,CollectColor:24,21,900,3050,965,17,83,6770,17,100,8522,100,100,10682
898,5,45,18,Central,None,ClearIce:23,21,900,3050,966,100,100,7863,100,100,5636,100,100,5424
899,5,45,19,Central,None,BreakStones:7,21,900,2400,966,33,100,5592,83,100,7040,100,100,5264
900,5,45,20,Central,ChapterBoss,DefeatBoss:8250,26,900,8250,966,83,100,9731,83,100,9969,100,100,10876
901,5,46,1,Central,None,ReachScore:1600,21,900,1600,937,67,83,3329,67,67,3230,100,100,3838
902,5,46,2,Central,None,CollectColor:16,21,900,3000,937,67,100,6105,100,100,7875,100,100,23898
903,5,46,3,Central,None,ClearIce:27,21,900,2350,937,0,100,4617,33,100,4956,100,100,4752
904,5,46,4,Central,None,BreakStones:10,0,75,4350,968,83,100,5235,83,100,6435,100,100,7213
905,5,46,5,Central,None,ReachScore:8024 + CollectColor:25,21,900,8024,968,17,67,6133,17,67,7495,100,100,9650
906,5,46,6,Central,None,ReachScore:1300,21,900,1300,968,83,100,3194,83,100,3184,100,100,3626
907,5,46,7,Central,None,CollectColor:30,21,900,2400,969,67,100,12217,17,100,8856,100,100,18028
908,5,46,8,Central,None,ClearIce:22,21,900,3050,969,100,100,7254,100,100,7438,100,100,8207
909,5,46,9,Central,None,BreakStones:10,0,75,3050,969,100,100,6650,83,100,5579,100,100,2785
910,5,46,10,Central,MiniBoss,DefeatBoss:9650,26,900,9650,970,50,83,9752,100,100,11003,100,100,11410
911,5,46,11,Central,None,ReachScore:2808,21,900,2808,970,50,100,3222,67,67,4882,100,100,4805
912,5,46,12,Central,None,CollectColor:29,0,75,3050,970,33,67,6818,83,100,9515,100,100,11086
913,5,46,13,Central,None,ClearIce:34,21,900,4350,971,17,50,6754,33,67,6580,100,100,9168
914,5,46,14,Central,None,BreakStones:10,21,900,3050,971,67,83,5821,100,100,5309,100,100,8332
915,5,46,15,Central,None,ReachScore:7950 + CollectColor:13,21,900,7950,971,33,50,6138,83,83,7908,100,100,8782
916,5,46,16,Central,None,ReachScore:6698,0,75,6698,972,50,83,6303,50,67,5504,100,100,7991
917,5,46,17,Central,None,CollectColor:40,21,900,3050,972,0,33,10249,0,17,8630,100,100,25289
918,5,46,18,Central,None,ClearIce:21,21,900,3050,972,100,100,6115,83,100,6025,100,100,4529
919,5,46,19,Central,None,BreakStones:9,21,900,2400,973,83,100,7256,67,100,8326,100,100,7006
920,5,46,20,Central,ChapterBoss,DefeatBoss:6450,26,900,6450,973,83,100,8234,83,100,7332,100,100,7038
921,5,47,1,Central,None,ReachScore:3050,21,900,3050,943,50,50,3823,50,67,3715,100,100,4481
922,5,47,2,Central,None,CollectColor:10,21,900,3000,944,100,100,4655,100,100,6282,100,100,5876
923,5,47,3,Central,None,ClearIce:29,21,900,2350,944,67,100,7193,0,67,6223,100,100,9754
924,5,47,4,Central,None,BreakStones:10,0,75,4350,974,50,100,5568,83,100,5528,100,100,7017
925,5,47,5,Central,None,ReachScore:5958 + CollectColor:14,21,900,5958,975,17,83,5708,50,83,5968,100,100,7948
926,5,47,6,Central,None,ReachScore:3923,21,900,3923,975,33,33,3298,17,67,4707,100,100,11899
927,5,47,7,Central,None,CollectColor:19,21,900,2400,975,83,100,5536,100,100,7826,100,100,8941
928,5,47,8,Central,None,ClearIce:31,21,900,3050,976,17,33,7621,17,67,8832,100,100,14965
929,5,47,9,Central,None,BreakStones:10,0,75,3050,976,17,83,3837,50,100,5472,100,100,7749
930,5,47,10,Central,MiniBoss,DefeatBoss:11700,26,900,11700,976,17,67,9478,50,67,10895,83,100,11741
931,5,47,11,Central,None,ReachScore:3100,21,900,3100,977,33,83,3460,83,83,4839,100,100,5252
932,5,47,12,Central,None,CollectColor:22,0,75,3050,977,17,17,8052,50,100,8892,100,100,14073
933,5,47,13,Central,None,ClearIce:24,21,900,4350,977,83,100,7399,100,100,7660,100,100,4970
934,5,47,14,Central,None,BreakStones:8,21,900,3050,978,83,100,5438,50,67,4463,100,100,6181
935,5,47,15,Central,None,ReachScore:10022 + CollectColor:25,21,900,10022,978,33,33,8541,50,50,9794,100,100,12460
936,5,47,16,Central,None,ReachScore:3066,0,75,3066,978,33,67,2742,50,50,3271,100,100,5205
937,5,47,17,Central,None,CollectColor:22,21,900,3050,979,100,100,7618,100,100,6239,100,100,5276
938,5,47,18,Central,None,ClearIce:27,21,900,3050,979,83,100,6295,67,100,6901,100,100,6068
939,5,47,19,Central,None,BreakStones:8,21,900,2400,979,67,83,5682,83,100,6961,100,100,7992
940,5,47,20,Central,ChapterBoss,DefeatBoss:8300,26,900,8300,980,33,100,7869,67,100,8945,100,100,9814
941,5,48,1,Central,None,ReachScore:946,21,900,946,950,100,100,3228,100,100,3230,100,100,3466
942,5,48,2,Central,None,CollectColor:23,21,900,3000,950,50,100,5134,50,100,6184,100,100,12016
943,5,48,3,Central,None,ClearIce:28,21,900,2350,951,100,100,8040,67,100,9970,100,100,7042
944,5,48,4,Central,None,BreakStones:10,0,75,4350,981,0,17,6576,50,67,9511,100,100,9241
945,5,48,5,Central,None,ReachScore:6600 + CollectColor:15,21,900,6600,981,33,100,5731,83,83,6857,100,100,7391
946,5,48,6,Central,None,ReachScore:2452,21,900,2452,982,67,83,4391,100,100,5016,100,100,4746
947,5,48,7,Central,None,CollectColor:30,21,900,2400,982,67,100,9012,83,100,8643,100,100,10818
948,5,48,8,Central,None,ClearIce:27,21,900,3050,982,83,100,7890,83,100,7271,100,100,6500
949,5,48,9,Central,None,BreakStones:10,0,75,3050,983,67,83,4668,83,100,4380,100,100,6352
950,5,48,10,Central,MiniBoss,DefeatBoss:7250,26,900,7250,983,67,100,9193,83,100,10373,100,100,9256
951,5,48,11,Central,None,ReachScore:1200,21,900,1200,983,83,100,3130,83,100,3341,100,100,3449
952,5,48,12,Central,None,CollectColor:30,0,75,3100,984,50,50,6212,100,100,9478,100,100,11648
953,5,48,13,Central,None,ClearIce:24,21,900,4400,984,100,100,7660,83,100,7943,100,100,8222
954,5,48,14,Central,None,BreakStones:7,21,900,3100,984,33,100,4222,67,100,5409,100,100,4436
955,5,48,15,Central,None,ReachScore:10204 + CollectColor:28,21,900,10204,985,83,83,11287,67,100,10692,100,100,10770
956,5,48,16,Central,None,ReachScore:2475,0,75,2475,985,17,17,2101,17,50,2150,100,100,4692
957,5,48,17,Central,None,CollectColor:27,21,900,3100,985,83,100,10721,100,100,14186,100,100,10564
958,5,48,18,Central,None,ClearIce:27,21,900,3100,986,67,100,7096,83,100,8426,100,100,6533
959,5,48,19,Central,None,BreakStones:10,21,900,2400,986,50,83,5150,50,100,6707,100,100,4776
960,5,48,20,Central,ChapterBoss,DefeatBoss:6550,26,900,6550,986,67,100,7868,83,100,7597,100,100,7026
961,5,49,1,Central,None,ReachScore:2150,21,900,2150,957,33,100,2900,83,83,3939,100,100,4322
962,5,49,2,Central,None,CollectColor:14,21,900,3000,957,83,100,8500,83,100,8933,100,100,12764
963,5,49,3,Central,None,ClearIce:35,21,900,2400,957,0,67,6406,50,83,8490,100,100,10589
964,5,49,4,Central,None,BreakStones:10,0,75,4400,988,17,83,6016,67,100,5471,100,100,7812
965,5,49,5,Central,None,ReachScore:7500 + CollectColor:15,21,900,7500,988,50,50,6871,50,83,7295,100,100,8928
966,5,49,6,Central,None,ReachScore:1676,21,900,1676,988,50,50,3092,50,67,2496,100,100,4385
967,5,49,7,Central,None,CollectColor:28,21,900,2400,989,83,100,10231,67,83,9895,100,100,14817
968,5,49,8,Central,None,ClearIce:22,21,900,3100,989,17,100,5244,83,100,5496,100,100,5595
969,5,49,9,Central,None,BreakStones:10,0,75,3100,989,0,33,5975,67,83,8425,100,100,5021
970,5,49,10,Central,MiniBoss,DefeatBoss:7400,26,900,7400,990,50,100,7076,67,100,8367,100,100,8348
971,5,49,11,Central,None,ReachScore:1320,21,900,1320,990,100,100,4411,83,100,3461,100,100,4082
972,5,49,12,Central,None,CollectColor:30,0,75,3100,990,0,67,5296,33,83,6935,100,100,10361
973,5,49,13,Central,None,ClearIce:34,21,900,4400,991,83,83,9841,50,100,8037,100,100,9012
974,5,49,14,Central,None,BreakStones:9,21,900,3100,991,100,100,5216,50,100,6272,100,100,4297
975,5,49,15,Central,None,ReachScore:8100 + CollectColor:16,21,900,8100,991,33,50,7487,67,83,8430,100,100,8790
976,5,49,16,Central,None,ReachScore:2505,0,75,2505,992,17,50,1779,50,67,2884,100,100,6483
977,5,49,17,Central,None,CollectColor:32,21,900,3100,992,17,83,6200,33,100,7853,100,100,10659
978,5,49,18,Central,None,ClearIce:22,21,900,3100,992,33,100,4847,100,100,6710,100,100,5687
979,5,49,19,Central,None,BreakStones:8,21,900,2450,993,33,50,7713,50,100,9256,100,100,6141
980,5,49,20,Central,ChapterBoss,DefeatBoss:6550,26,900,6550,993,17,83,5867,67,100,7363,100,100,7936
981,5,50,1,Central,None,ReachScore:5348,21,900,5348,963,0,17,2601,33,83,5054,100,100,8552
982,5,50,2,Central,None,CollectColor:16,21,900,3050,964,100,100,8134,83,100,8416,100,100,11974
983,5,50,3,Central,None,ClearIce:32,21,900,2400,964,0,17,6149,17,50,9143,100,100,10121
984,5,50,4,Central,None,BreakStones:9,0,75,4400,994,50,83,3744,83,100,5788,100,100,6972
985,5,50,5,Central,None,ReachScore:4979 + CollectColor:17,21,900,4979,995,50,100,5523,67,100,5923,100,100,5926
986,5,50,6,Central,None,ReachScore:2100,21,900,2100,995,33,50,2434,33,83,2403,100,100,3934
987,5,50,7,Central,None,CollectColor:19,21,900,2450,995,83,100,6311,83,100,6105,100,100,7222
988,5,50,8,Central,None,ClearIce:23,21,900,3100,996,83,83,6786,83,100,7647,100,100,8212
989,5,50,9,Central,None,BreakStones:8,0,75,3100,996,83,100,3294,83,100,4638,100,100,5051
990,5,50,10,Central,MiniBoss,DefeatBoss:6700,26,900,6700,996,33,67,6189,83,100,7770,100,100,9033
991,5,50,11,Central,None,ReachScore:5118,21,900,5118,997,0,33,2936,50,83,4867,100,100,7318
992,5,50,12,Central,None,CollectColor:29,0,75,3100,997,0,0,8271,50,83,15528,100,100,16692
993,5,50,13,Central,None,ClearIce:33,21,900,4400,997,0,50,5659,17,67,8415,100,100,10270
994,5,50,14,Central,None,BreakStones:10,21,900,3100,998,67,83,5147,67,83,5562,100,100,5628
995,5,50,15,Central,None,ReachScore:8323 + CollectColor:16,21,900,8323,998,17,67,6775,33,100,7619,100,100,12242
996,5,50,16,Central,None,ReachScore:2850,0,75,2850,998,50,50,2430,33,67,2198,100,100,4214
997,5,50,17,Central,None,CollectColor:16,21,900,3100,999,83,100,4744,67,100,4764,100,100,5139
998,5,50,18,Central,None,ClearIce:31,21,900,3100,999,50,67,8292,33,67,8238,100,100,12186
999,5,50,19,Central,None,BreakStones:9,21,900,2450,999,67,100,6063,67,100,7438,100,100,9057
1000,5,50,20,Central,FinalBoss,DefeatBoss:4550,25,900,4550,1000,100,100,6891,100,100,6392,100,100,5739
